,source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
5855,S0467,TajMahal,software,uses,T1027,Obfuscated Files or Information,technique,TajMahal has used an encrypted Virtual File System to store plugins.
999,S0467,TajMahal,software,uses,T1120,Peripheral Device Discovery,technique,TajMahal has the ability to identify connected Apple devices.
3770,S0467,TajMahal,software,uses,T1057,Process Discovery,technique,TajMahal has the ability to identify running processes and associated plugins on an infected host.
6307,S0467,TajMahal,software,uses,T1113,Screen Capture,technique,TajMahal has the ability to take screenshots on an infected host including capturing content from windows of instant messaging applications.
12332,S0467,TajMahal,software,uses,T1518.001,Security Software Discovery,technique,"TajMahal has the ability to identify which anti-virus products, firewalls, and anti-spyware products are in use."
13024,S0467,TajMahal,software,uses,T1129,Shared Modules,technique,TajMahal has the ability to inject the  LoadLibrary call template DLL into running processes.
8473,S0467,TajMahal,software,uses,T1518,Software Discovery,technique,TajMahal has the ability to identify the Internet Explorer (IE) version on an infected host.
6780,S0467,TajMahal,software,uses,T1539,Steal Web Session Cookie,technique,"TajMahal has the ability to steal web session cookies from Internet Explorer, Netscape Navigator, FireFox and RealNetworks applications."
9616,S0467,TajMahal,software,uses,T1082,System Information Discovery,technique,"TajMahal has the ability to identify hardware information, the computer name, and OS information on an infected host."
74,S0467,TajMahal,software,uses,T1016,System Network Configuration Discovery,technique,TajMahal has the ability to identify the MAC address on an infected host.
14278,S0467,TajMahal,software,uses,T1124,System Time Discovery,technique,TajMahal has the ability to determine local time on a compromised host.
5763,S0467,TajMahal,software,uses,T1125,Video Capture,technique,TajMahal has the ability to capture webcam video.
15886,S1011,Tarrask,software,uses,T1564,Hide Artifacts,technique,Tarrask is able to create “hidden” scheduled tasks by deleting the Security Descriptor (`SD`) registry value.
7460,S1011,Tarrask,software,uses,T1036.004,Masquerade Task or Service,technique,Tarrask creates a scheduled task called “WinUpdate” to re-establish any dropped  C2 connections.
10134,S1011,Tarrask,software,uses,T1036.005,Match Legitimate Name or Location,technique,"Tarrask has masqueraded as executable files such as `winupdate.exe`, `date.exe`, or `win.exe`.   "
14220,S1011,Tarrask,software,uses,T1112,Modify Registry,technique,Tarrask is able to delete the Security Descriptor (`SD`) registry subkey in order to “hide” scheduled tasks.
7508,S1011,Tarrask,software,uses,T1053.005,Scheduled Task,technique,Tarrask is able to create “hidden” scheduled tasks for persistence.
6753,S1011,Tarrask,software,uses,T1134.001,Token Impersonation/Theft,technique,Tarrask leverages token theft to obtain `lsass.exe` security permissions. 
1419,S1011,Tarrask,software,uses,T1059.003,Windows Command Shell,technique,"Tarrask may abuse the Windows schtasks command-line tool to create ""hidden"" scheduled tasks."
11928,S0057,Tasklist,software,uses,T1057,Process Discovery,technique,Tasklist can be used to discover processes running on a system.
1981,S0057,Tasklist,software,uses,T1518.001,Security Software Discovery,technique,Tasklist can be used to enumerate security software currently running on a system by process name of known products.
15828,S0057,Tasklist,software,uses,T1007,System Service Discovery,technique,Tasklist can be used to discover services running on a system.
13768,S0595,ThiefQuest,software,uses,T1059.002,AppleScript,technique,ThiefQuest uses AppleScript's  osascript -e command to launch ThiefQuest's persistence via Launch Agent and Launch Daemon. 
2912,S0595,ThiefQuest,software,uses,T1554,Compromise Client Software Binary,technique,"ThiefQuest searches through the  /Users/ folder looking for executable files. For each executable, ThiefQuest prepends a copy of itself to the beginning of the file. When the file is executed, the ThiefQuest code is executed first. ThiefQuest creates a hidden file, copies the original target executable to the file, then executes the new hidden file to maintain the appearance of normal behavior. "
79,S0595,ThiefQuest,software,uses,T1486,Data Encrypted for Impact,technique,"ThiefQuest encrypts a set of file extensions on a host, deletes the original files, and provides a ransom note with no contact information."
13245,S0595,ThiefQuest,software,uses,T1622,Debugger Evasion,technique,ThiefQuest uses a function named  is_debugging to perform anti-debugging logic. The function invokes  sysctl checking the returned value of  P_TRACED . ThiefQuest also calls  ptrace with the  PTRACE_DENY_ATTACH flag to prevent debugging.
10189,S0595,ThiefQuest,software,uses,T1562.001,Disable or Modify Tools,technique,ThiefQuest uses the function  kill_unwanted to obtain a list of running processes and kills each process matching a list of security related processes.
5438,S0595,ThiefQuest,software,uses,T1041,Exfiltration Over C2 Channel,technique,ThiefQuest exfiltrates targeted file extensions in the  /Users/ folder to the command and control server via unencrypted HTTP. Network packets contain a string with two pieces of information: a file path and the contents of the file in a base64 encoded string.
14043,S0595,ThiefQuest,software,uses,T1564.001,Hidden Files and Directories,technique,ThiefQuest hides a copy of itself in the user's  ~/Library directory by using a  . at the beginning of the file name followed by 9 random characters.
6015,S0595,ThiefQuest,software,uses,T1105,Ingress Tool Transfer,technique,ThiefQuest can download and execute payloads in-memory or from disk.
15341,S0595,ThiefQuest,software,uses,T1056.001,Keylogging,technique,ThiefQuest uses the  CGEventTap functions to perform keylogging.
5086,S0595,ThiefQuest,software,uses,T1543.001,Launch Agent,technique,ThiefQuest installs a launch item using an embedded encrypted launch agent property list template. The plist file is installed in the  ~/Library/LaunchAgents/ folder and configured with the path to the persistent binary located in the  ~/Library/ folder.
10837,S0595,ThiefQuest,software,uses,T1543.004,Launch Daemon,technique,"When running with root privileges after a Launch Agent is installed, ThiefQuest installs a plist file to the  /Library/LaunchDaemons/ folder with the  RunAtLoad key set to  true establishing persistence as a Launch Daemon. "
9449,S0595,ThiefQuest,software,uses,T1036.005,Match Legitimate Name or Location,technique,ThiefQuest prepends a copy of itself to the beginning of an executable file while maintaining the name of the executable.
8719,S0595,ThiefQuest,software,uses,T1106,Native API,technique,ThiefQuest uses various API to perform behaviors such as executing payloads and performing local enumeration.
2205,S0595,ThiefQuest,software,uses,T1057,Process Discovery,technique,ThiefQuest obtains a list of running processes using the function  kill_unwanted .
12042,S0595,ThiefQuest,software,uses,T1620,Reflective Code Loading,technique,ThiefQuest uses various API functions such as  NSCreateObjectFileImageFromMemory to load and link in-memory payloads.
1055,S0595,ThiefQuest,software,uses,T1518.001,Security Software Discovery,technique,"ThiefQuest uses the  kill_unwanted function to get a list of running processes, compares each process with an encrypted list of “unwanted” security related programs, and kills the processes for security related programs."
15811,S0595,ThiefQuest,software,uses,T1497.003,Time Based Evasion,technique,"ThiefQuest invokes  time call to check the system's time, executes a  sleep command, invokes a second  time call, and then compares the time difference between the two  time calls and the amount of time the system slept to identify the sandbox."
4273,S0595,ThiefQuest,software,uses,T1071.001,Web Protocols,technique,ThiefQuest uploads files via unencrypted HTTP. 
9415,S0665,ThreatNeedle,software,uses,T1005,Data from Local System,technique,ThreatNeedle can collect data and files from a compromised host.
10458,S0665,ThreatNeedle,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,"ThreatNeedle can decrypt its payload using RC4, AES, or one-byte XORing."
13154,S0665,ThreatNeedle,software,uses,T1083,File and Directory Discovery,technique,ThreatNeedle can obtain file and directory information.
9674,S0665,ThreatNeedle,software,uses,T1027.011,Fileless Storage,technique,ThreatNeedle can save its configuration data as a RC4-encrypted Registry key under `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\GameCon`.
8769,S0665,ThreatNeedle,software,uses,T1105,Ingress Tool Transfer,technique,ThreatNeedle can download additional tools to enable lateral movement.
8413,S0665,ThreatNeedle,software,uses,T1204.002,Malicious File,technique,ThreatNeedle relies on a victim to click on a malicious document for initial execution.
8946,S0665,ThreatNeedle,software,uses,T1036.005,Match Legitimate Name or Location,technique,ThreatNeedle chooses its payload creation path from a randomly selected service name from netsvc.
9684,S0665,ThreatNeedle,software,uses,T1112,Modify Registry,technique,ThreatNeedle can modify the Registry to save its configuration data as the following RC4-encrypted Registry key: `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\GameCon`.
4926,S0665,ThreatNeedle,software,uses,T1027,Obfuscated Files or Information,technique,"ThreatNeedle has been compressed and obfuscated using RC4, AES, or XOR."
11101,S0665,ThreatNeedle,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,ThreatNeedle can be loaded into the Startup folder (`%APPDATA%\Microsoft\Windows\Start Menu\Programs\Startup\OneDrives.lnk`) as a Shortcut file for persistence.
3756,S0665,ThreatNeedle,software,uses,T1566.001,Spearphishing Attachment,technique,ThreatNeedle has been distributed via a malicious Word document within a spearphishing email. 
10387,S0665,ThreatNeedle,software,uses,T1082,System Information Discovery,technique,ThreatNeedle can collect system profile information from a compromised host.
1639,S0665,ThreatNeedle,software,uses,T1543.003,Windows Service,technique,ThreatNeedle can run in memory and register its payload as a Windows service.
14290,S0668,TinyTurla,software,uses,T1573.002,Asymmetric Cryptography,technique,TinyTurla has the ability to encrypt C2 traffic with SSL/TLS.
6966,S0668,TinyTurla,software,uses,T1005,Data from Local System,technique,TinyTurla can upload files from a compromised host.
15574,S0668,TinyTurla,software,uses,T1008,Fallback Channels,technique,TinyTurla can go through a list of C2 server IPs and will try to register with each until one responds.
7523,S0668,TinyTurla,software,uses,T1027.011,Fileless Storage,technique,TinyTurla can save its configuration parameters in the Registry.
4009,S0668,TinyTurla,software,uses,T1105,Ingress Tool Transfer,technique,TinyTurla has the ability to act as a second-stage dropper used to infect the system with additional malware.
4714,S0668,TinyTurla,software,uses,T1036.004,Masquerade Task or Service,technique,TinyTurla has mimicked an existing Windows service by being installed as  Windows Time Service .
10733,S0668,TinyTurla,software,uses,T1036.005,Match Legitimate Name or Location,technique,TinyTurla has been deployed as `w64time.dll` to appear legitimate.
5934,S0668,TinyTurla,software,uses,T1112,Modify Registry,technique,TinyTurla can set its configuration parameters in the Registry.
10281,S0668,TinyTurla,software,uses,T1106,Native API,technique,"TinyTurla has used `WinHTTP`, `CreateProcess`, and other APIs for C2 communications and other functions."
6130,S0668,TinyTurla,software,uses,T1012,Query Registry,technique,TinyTurla can query the Registry for its configuration information.
8055,S0668,TinyTurla,software,uses,T1029,Scheduled Transfer,technique,TinyTurla contacts its C2 based on a scheduled timing set in its configuration.
7527,S0668,TinyTurla,software,uses,T1569.002,Service Execution,technique,TinyTurla can install itself as a service on compromised machines.
10971,S0668,TinyTurla,software,uses,T1071.001,Web Protocols,technique,TinyTurla can use HTTPS in C2 communications.
8630,S0668,TinyTurla,software,uses,T1059.003,Windows Command Shell,technique,TinyTurla has been installed using a .bat file.
9326,S0004,TinyZBot,software,uses,T1115,Clipboard Data,technique,TinyZBot contains functionality to collect information from the clipboard.
9117,S0004,TinyZBot,software,uses,T1562.001,Disable or Modify Tools,technique,TinyZBot can disable Avira anti-virus.
12905,S0004,TinyZBot,software,uses,T1056.001,Keylogging,technique,TinyZBot contains keylogger functionality.
13627,S0004,TinyZBot,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,TinyZBot can create a shortcut in the Windows startup folder for persistence.
15014,S0004,TinyZBot,software,uses,T1113,Screen Capture,technique,TinyZBot contains screen capture functionality.
6301,S0004,TinyZBot,software,uses,T1547.009,Shortcut Modification,technique,TinyZBot can create a shortcut in the Windows startup folder for persistence.
8273,S0004,TinyZBot,software,uses,T1059.003,Windows Command Shell,technique,TinyZBot supports execution from the command-line.
9277,S0004,TinyZBot,software,uses,T1543.003,Windows Service,technique,TinyZBot can install as a Windows service for persistence.
2956,S0671,Tomiris,software,uses,T1005,Data from Local System,technique,Tomiris has the ability to collect recent files matching a hardcoded list of extensions prior to exfiltration.
1630,S0671,Tomiris,software,uses,T1568,Dynamic Resolution,technique,"Tomiris has connected to a signalization server that provides a URL and port, and then Tomiris sends a GET request to that URL to establish C2."
6287,S0671,Tomiris,software,uses,T1041,Exfiltration Over C2 Channel,technique," Tomiris can upload files matching a hardcoded set of extensions, such as .doc, .docx, .pdf, and .rar, to its C2 server."
11525,S0671,Tomiris,software,uses,T1105,Ingress Tool Transfer,technique,Tomiris can download files and execute them on a victim's system.
3071,S0671,Tomiris,software,uses,T1053.005,Scheduled Task,technique,"Tomiris has used `SCHTASKS /CREATE /SC DAILY /TN StartDVL /TR ""[path to self]"" /ST 10:00` to establish persistence."
1537,S0671,Tomiris,software,uses,T1027.002,Software Packing,technique,Tomiris has been packed with UPX.
4024,S0671,Tomiris,software,uses,T1497.003,Time Based Evasion,technique,Tomiris has the ability to sleep for at least nine minutes to evade sandbox-based analysis systems.
4256,S0671,Tomiris,software,uses,T1071.001,Web Protocols,technique,Tomiris can use HTTP to establish C2 communications.
12784,S0183,Tor,software,uses,T1573.002,Asymmetric Cryptography,technique,"Tor encapsulates traffic in multiple layers of encryption, using TLS by default."
7511,S0183,Tor,software,uses,T1090.003,Multi-hop Proxy,technique,Traffic traversing the Tor network will be forwarded to multiple nodes before exiting the Tor network and continuing on to its intended destination.
15486,S0678,Torisma,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,Torisma has used XOR and Base64 to decode C2 data.
1844,S0678,Torisma,software,uses,T1480,Execution Guardrails,technique,Torisma is only delivered to a compromised host if the victim's IP address is on an allow-list.
8709,S0678,Torisma,software,uses,T1041,Exfiltration Over C2 Channel,technique,Torisma can send victim data to an actor-controlled C2 server.
12709,S0678,Torisma,software,uses,T1106,Native API,technique,Torisma has used various Windows API calls.
14180,S0678,Torisma,software,uses,T1027,Obfuscated Files or Information,technique,Torisma has been Base64 encoded and AES encrypted.
5658,S0678,Torisma,software,uses,T1027.002,Software Packing,technique,Torisma has been packed with Iz4 compression.
7859,S0678,Torisma,software,uses,T1132.001,Standard Encoding,technique,Torisma has encoded C2 communications with Base64.
1485,S0678,Torisma,software,uses,T1573.001,Symmetric Cryptography,technique,Torisma has encrypted its C2 communications using XOR and VEST-32.
15,S0678,Torisma,software,uses,T1082,System Information Discovery,technique,Torisma can use `GetlogicalDrives` to get a bitmask of all drives available on a compromised system. It can also use `GetDriveType` to determine if a new drive is a CD-ROM drive.
2111,S0678,Torisma,software,uses,T1016,System Network Configuration Discovery,technique,Torisma can collect the local MAC address using `GetAdaptersInfo` as well as the system's IP address.
2666,S0678,Torisma,software,uses,T1049,System Network Connections Discovery,technique,Torisma can use `WTSEnumerateSessionsW` to monitor remote desktop connections.
3659,S0678,Torisma,software,uses,T1124,System Time Discovery,technique,Torisma can collect the current time on a victim machine.
5306,S0678,Torisma,software,uses,T1071.001,Web Protocols,technique,Torisma can use HTTP and HTTPS for C2 communications.
12074,S0682,TrailBlazer,software,uses,T1001,Data Obfuscation,technique,TrailBlazer can masquerade its C2 traffic as legitimate Google Notifications HTTP requests.
4922,S0682,TrailBlazer,software,uses,T1001.001,Junk Data,technique,TrailBlazer has used random identifier strings to obscure its C2 operations and result codes.
12545,S0682,TrailBlazer,software,uses,T1036,Masquerading,technique,TrailBlazer has used filenames that match the name of the compromised system in attempt to avoid detection.
13269,S0682,TrailBlazer,software,uses,T1071.001,Web Protocols,technique,TrailBlazer has used HTTP requests for C2.
5485,S0682,TrailBlazer,software,uses,T1546.003,Windows Management Instrumentation Event Subscription,technique,TrailBlazer has the ability to use WMI for persistence.
1163,S0266,TrickBot,software,uses,T1542.003,Bootkit,technique,TrickBot can implant malicious code into a compromised device's firmware.
2652,S0266,TrickBot,software,uses,T1185,Browser Session Hijacking,technique,TrickBot uses web injects and browser redirection to trick the user into providing their login credentials on a fake or modified web page.
558,S0266,TrickBot,software,uses,T1553.002,Code Signing,technique,TrickBot has come with a signed downloader component.
12371,S0266,TrickBot,software,uses,T1559.001,Component Object Model,technique,TrickBot used COM to setup scheduled task for persistence.
3944,S0266,TrickBot,software,uses,T1056.004,Credential API Hooking,technique,TrickBot has the ability to capture RDP credentials by capturing the  CredEnumerateA API 
5081,S0266,TrickBot,software,uses,T1110.004,Credential Stuffing,technique,TrickBot uses brute-force attack against RDP with rdpscanDll module.
1071,S0266,TrickBot,software,uses,T1552.001,Credentials In Files,technique,"TrickBot can obtain passwords stored in files from several applications such as Outlook, Filezilla, OpenSSH, OpenVPN and WinSCP. Additionally, it searches for the "".vnc.lnk"" affix to steal VNC credentials."
13991,S0266,TrickBot,software,uses,T1555.003,Credentials from Web Browsers,technique,"TrickBot can obtain passwords stored in files from web browsers such as Chrome, Firefox, Internet Explorer, and Microsoft Edge, sometimes using esentutl."
8134,S0266,TrickBot,software,uses,T1552.002,Credentials in Registry,technique,TrickBot has retrieved PuTTY credentials by querying the  Software\SimonTatham\Putty\Sessions registry key 
2769,S0266,TrickBot,software,uses,T1005,Data from Local System,technique,TrickBot collects local files and information from the victim’s local machine.
13989,S0266,TrickBot,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,TrickBot decodes the configuration data and modules.
7336,S0266,TrickBot,software,uses,T1562.001,Disable or Modify Tools,technique,TrickBot can disable Windows Defender.
13347,S0266,TrickBot,software,uses,T1482,Domain Trust Discovery,technique,TrickBot can gather information about domain trusts by utilizing Nltest.
9525,S0266,TrickBot,software,uses,T1087.003,Email Account,technique,TrickBot collects email addresses from Outlook.
14422,S0266,TrickBot,software,uses,T1041,Exfiltration Over C2 Channel,technique,TrickBot can send information about the compromised host and upload data to a hardcoded C2 server.
11307,S0266,TrickBot,software,uses,T1210,Exploitation of Remote Services,technique,"TrickBot utilizes EternalBlue and EternalRomance exploits for lateral movement in the modules wormwinDll, wormDll, mwormDll, nwormDll, tabDll."
1395,S0266,TrickBot,software,uses,T1090.002,External Proxy,technique,TrickBot has been known to reach a command and control server via one of nine proxy IP addresses.  
10426,S0266,TrickBot,software,uses,T1008,Fallback Channels,technique,TrickBot can use secondary C2 servers for communication after establishing connectivity and relaying victim information to primary C2 servers.
7133,S0266,TrickBot,software,uses,T1083,File and Directory Discovery,technique,"TrickBot searches the system for all of the following file extensions: .avi, .mov, .mkv, .mpeg, .mpeg4, .mp4, .mp3, .wav, .ogg, .jpeg, .jpg, .png, .bmp, .gif, .tiff, .ico, .xlsx, and .zip. It can also obtain browsing history, cookies, and plug-in information."
9835,S0266,TrickBot,software,uses,T1495,Firmware Corruption,technique,"TrickBot module ""Trickboot"" can write or erase the UEFI/BIOS firmware of a compromised device."
8667,S0266,TrickBot,software,uses,T1105,Ingress Tool Transfer,technique,TrickBot downloads several additional files and saves them to the victim's machine.
3993,S0266,TrickBot,software,uses,T1087.001,Local Account,technique,TrickBot collects the users of the system.
10553,S0266,TrickBot,software,uses,T1204.002,Malicious File,technique,TrickBot has attempted to get users to launch malicious documents to deliver its payload. 
2211,S0266,TrickBot,software,uses,T1036,Masquerading,technique,The TrickBot downloader has used an icon to appear as a Microsoft Word document.
2731,S0266,TrickBot,software,uses,T1112,Modify Registry,technique,TrickBot can modify registry entries.
10153,S0266,TrickBot,software,uses,T1106,Native API,technique,"TrickBot uses the Windows API call, CreateProcessW(), to manage execution flow. TrickBot has also used  Nt* API functions to perform Process Injection."
8767,S0266,TrickBot,software,uses,T1135,Network Share Discovery,technique,TrickBot module shareDll/mshareDll discovers network shares via the WNetOpenEnumA API.
12052,S0266,TrickBot,software,uses,T1571,Non-Standard Port,technique,Some TrickBot samples have used HTTP over ports 447 and 8082 for C2. Newer versions of TrickBot have been known to use a custom communication protocol which sends the data unencrypted over port 443. 
2546,S0266,TrickBot,software,uses,T1027,Obfuscated Files or Information,technique,TrickBot uses non-descriptive names to hide functionality and uses an AES CBC (256 bits) encryption algorithm for its loader and configuration files.
12817,S0266,TrickBot,software,uses,T1555.005,Password Managers,technique,TrickBot can steal passwords from the KeePass open source password manager.
7294,S0266,TrickBot,software,uses,T1069,Permission Groups Discovery,technique,TrickBot can identify the groups the user on a compromised host belongs to.
14734,S0266,TrickBot,software,uses,T1059.001,PowerShell,technique,"TrickBot has been known to use PowerShell to download new payloads, open documents, and upload data to command and control servers. 
 "
12861,S0266,TrickBot,software,uses,T1057,Process Discovery,technique,TrickBot uses module networkDll for process list discovery.
8743,S0266,TrickBot,software,uses,T1055.012,Process Hollowing,technique,TrickBot injects into the svchost.exe process.
14665,S0266,TrickBot,software,uses,T1055,Process Injection,technique,TrickBot has used  Nt* Native API functions to inject code into legitimate processes such as  wermgr.exe .
5749,S0266,TrickBot,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,TrickBot establishes persistence in the Startup folder.
15852,S0266,TrickBot,software,uses,T1219,Remote Access Software,technique,TrickBot uses vncDll module to remote control the victim machine.
11265,S0266,TrickBot,software,uses,T1018,Remote System Discovery,technique,TrickBot can enumerate computers and network devices.
3543,S0266,TrickBot,software,uses,T1053.005,Scheduled Task,technique,TrickBot creates a scheduled task on the system that provides persistence.
14196,S0266,TrickBot,software,uses,T1027.002,Software Packing,technique,TrickBot leverages a custom packer to obfuscate its functionality.
3903,S0266,TrickBot,software,uses,T1566.001,Spearphishing Attachment,technique,TrickBot has used an email with an Excel sheet containing a malicious macro to deploy the malware
9542,S0266,TrickBot,software,uses,T1566.002,Spearphishing Link,technique,TrickBot has been delivered via malicious links in phishing e-mails.
9007,S0266,TrickBot,software,uses,T1132.001,Standard Encoding,technique,TrickBot can Base64-encode C2 commands.
1507,S0266,TrickBot,software,uses,T1573.001,Symmetric Cryptography,technique,TrickBot uses a custom crypter leveraging Microsoft’s CryptoAPI to encrypt C2 traffic.Newer versions of TrickBot have been known to use `bcrypt` to encrypt and digitally sign responses to their C2 server. 
11867,S0266,TrickBot,software,uses,T1082,System Information Discovery,technique,"TrickBot gathers the OS version, machine name, CPU type, amount of RAM available, and UEFI/BIOS firmware information from the victim’s machine."
13777,S0266,TrickBot,software,uses,T1016,System Network Configuration Discovery,technique,"TrickBot obtains the IP address, location, and other relevant network information from the victim’s machine."
15797,S0266,TrickBot,software,uses,T1033,System Owner/User Discovery,technique,TrickBot can identify the user and groups the user belongs to on a compromised host.
9322,S0266,TrickBot,software,uses,T1007,System Service Discovery,technique,TrickBot collects a list of install programs and services on the system’s machine.
11177,S0266,TrickBot,software,uses,T1497.003,Time Based Evasion,technique,TrickBot has used  printf and file I/O loops to delay process execution as part of API hammering.
1967,S0266,TrickBot,software,uses,T1021.005,VNC,technique,TrickBot has used a VNC module to monitor the victim and collect information to pivot to valuable systems on the network 
1130,S0266,TrickBot,software,uses,T1071.001,Web Protocols,technique,"TrickBot uses HTTPS to communicate with its C2 servers, to get malware updates, modules that perform most of the malware logic and various configuration files."
11353,S0266,TrickBot,software,uses,T1059.003,Windows Command Shell,technique,TrickBot has used macros in Excel documents to download and deploy the malware on the user’s machine.
3029,S0266,TrickBot,software,uses,T1543.003,Windows Service,technique,TrickBot establishes persistence by creating an autostart service that allows it to run whenever the machine boots.
2244,S0094,Trojan.Karagany,software,uses,T1010,Application Window Discovery,technique,Trojan.Karagany can monitor the titles of open windows to identify specific keywords.	 
12281,S0094,Trojan.Karagany,software,uses,T1573.002,Asymmetric Cryptography,technique,Trojan.Karagany can secure C2 communications with SSL and TLS.
7291,S0094,Trojan.Karagany,software,uses,T1555.003,Credentials from Web Browsers,technique,Trojan.Karagany can steal data and credentials from browsers.
5434,S0094,Trojan.Karagany,software,uses,T1070.004,File Deletion,technique,Trojan.Karagany has used plugins with a self-delete capability.
1932,S0094,Trojan.Karagany,software,uses,T1083,File and Directory Discovery,technique,Trojan.Karagany can enumerate files and directories on a compromised host.
14128,S0094,Trojan.Karagany,software,uses,T1105,Ingress Tool Transfer,technique,"Trojan.Karagany can upload, download, and execute files on the victim."
13972,S0094,Trojan.Karagany,software,uses,T1056.001,Keylogging,technique,Trojan.Karagany can capture keystrokes on a compromised host.
2494,S0094,Trojan.Karagany,software,uses,T1074.001,Local Data Staging,technique,Trojan.Karagany can create directories to store plugin output and stage data for exfiltration.
12797,S0094,Trojan.Karagany,software,uses,T1003,OS Credential Dumping,technique,Trojan.Karagany can dump passwords and save them into  \ProgramData\Mail\MailAg\pwds.txt .
15220,S0094,Trojan.Karagany,software,uses,T1027,Obfuscated Files or Information,technique,Trojan.Karagany can base64 encode and AES-128-CBC encrypt data prior to transmission.
11252,S0094,Trojan.Karagany,software,uses,T1057,Process Discovery,technique,Trojan.Karagany can use Tasklist to collect a list of running tasks.
2503,S0094,Trojan.Karagany,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,Trojan.Karagany can create a link to itself in the Startup folder to automatically start itself upon system restart.
5809,S0094,Trojan.Karagany,software,uses,T1113,Screen Capture,technique,Trojan.Karagany can take a desktop screenshot and save the file into  \ProgramData\Mail\MailAg\shot.png .
10142,S0094,Trojan.Karagany,software,uses,T1027.002,Software Packing,technique,Trojan.Karagany samples sometimes use common binary packers such as UPX and Aspack on top of a custom Delphi binary packer.
5582,S0094,Trojan.Karagany,software,uses,T1497.001,System Checks,technique,Trojan.Karagany can detect commonly used and generic virtualization platforms based primarily on drivers and file paths.
2841,S0094,Trojan.Karagany,software,uses,T1082,System Information Discovery,technique,"Trojan.Karagany can capture information regarding the victim's OS, security, and hardware configuration."
11195,S0094,Trojan.Karagany,software,uses,T1016,System Network Configuration Discovery,technique,Trojan.Karagany can gather information on the network configuration of a compromised host.
10603,S0094,Trojan.Karagany,software,uses,T1049,System Network Connections Discovery,technique,Trojan.Karagany can use netstat to collect a list of network connections.
7874,S0094,Trojan.Karagany,software,uses,T1033,System Owner/User Discovery,technique,Trojan.Karagany can gather information about the user on a compromised host.
12065,S0094,Trojan.Karagany,software,uses,T1055.003,Thread Execution Hijacking,technique,Trojan.Karagany can inject a suspended thread of its own process into a new process and initiate via the  ResumeThread API.
6364,S0094,Trojan.Karagany,software,uses,T1071.001,Web Protocols,technique,Trojan.Karagany can communicate with C2 via HTTP POST requests.
7345,S0094,Trojan.Karagany,software,uses,T1059.003,Windows Command Shell,technique,Trojan.Karagany can perform reconnaissance commands on a victim machine via a cmd.exe process.
1663,S0001,Trojan.Mebromi,software,uses,T1542.001,System Firmware,technique,Trojan.Mebromi performs BIOS modification and can download and execute a file as well as protect itself from removal.
155,S0178,Truvasys,software,uses,T1036.004,Masquerade Task or Service,technique,"To establish persistence, Truvasys adds a Registry Run key with a value ""TaskMgr"" in an attempt to masquerade as the legitimate Windows Task Manager."
4137,S0178,Truvasys,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,Truvasys adds a Registry Run key to establish persistence.
8985,S0647,Turian,software,uses,T1560.001,Archive via Utility,technique,Turian can use WinRAR to create a password-protected archive for files of interest.
11509,S0647,Turian,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,Turian has the ability to use a XOR decryption key to extract C2 server domains and IP addresses.
5983,S0647,Turian,software,uses,T1083,File and Directory Discovery,technique,Turian can search for specific files and list directories.
9661,S0647,Turian,software,uses,T1105,Ingress Tool Transfer,technique,Turian can download additional files and tools from its C2.
13888,S0647,Turian,software,uses,T1001.001,Junk Data,technique,Turian can insert pseudo-random characters into its network encryption setup.
4634,S0647,Turian,software,uses,T1074.001,Local Data Staging,technique,Turian can store copied files in a specific directory prior to exfiltration.
15423,S0647,Turian,software,uses,T1036.004,Masquerade Task or Service,technique,Turian can disguise as a legitimate service to blend into normal operations.
3483,S0647,Turian,software,uses,T1027,Obfuscated Files or Information,technique,Turian can use VMProtect for obfuscation.
15547,S0647,Turian,software,uses,T1120,Peripheral Device Discovery,technique,Turian can scan for removable media to collect data.
3366,S0647,Turian,software,uses,T1059.006,Python,technique,Turian has the ability to use Python to spawn a Unix shell.
10453,S0647,Turian,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,Turian can establish persistence by adding Registry Run keys.
1211,S0647,Turian,software,uses,T1113,Screen Capture,technique,Turian has the ability to take screenshots.
9788,S0647,Turian,software,uses,T1082,System Information Discovery,technique,"Turian can retrieve system information including OS version, memory usage, local hostname, and system adapter information."
1310,S0647,Turian,software,uses,T1016,System Network Configuration Discovery,technique,Turian can retrieve the internal IP address of a compromised host.
3705,S0647,Turian,software,uses,T1033,System Owner/User Discovery,technique,Turian can retrieve usernames.
9839,S0647,Turian,software,uses,T1059.004,Unix Shell,technique,Turian has the ability to use  /bin/sh to execute commands.
10669,S0647,Turian,software,uses,T1071.001,Web Protocols,technique,Turian has the ability to use HTTP for its C2.
13185,S0647,Turian,software,uses,T1059.003,Windows Command Shell,technique,Turian can create a remote shell and execute commands using cmd.
